-1,25,10,0
-1,24,10,0
-1,107,8,1
-2,24,8,0
-2,107,9,1
-2,25,8,0
-2,107,9,1
-2,112,1,0
-2,205,9,1
-2,221,1,0
-2,307,25,1
-2,305,0,0
-2,410,70,1
-3,18,9,0
-4,410,12,0
-5,13,6,0
1,5,15,1
2,9,6,1,1
-5,12,6,0
10, 110, 6
10, 110, 5
10, 110, 4
10, 109, 5
10, 109, 4
10, 109, 3
10, 109, 6
10, 108, 4
10, 108, 6
10, 107, 6
10, 107, 4
10, 106, 4
10, 110, 3
10, 111, 4
10, 105, 3
10, 112, 3
10, 204, 8
10, 204, 7
10, 206, 5
10, 206, 6
10, 206, 7
10, 206, 8
10, 207, 7
10, 207, 5
10, 207, 4
10, 208, 7
10, 208, 6
10, 208, 4
10, 209, 3
10, 209, 7
10, 209, 4
10, 209, 8
10, 210, 3
10, 210, 7
10, 210, 4
10, 211, 3
10, 211, 7
10, 211, 4
10, 212, 6
10, 213, 2
10, 212, 7
10, 213, 8
10, 213, 7
10, 214, 6
10, 214, 7
10, 211, 4
10, 215, 3
10, 215, 7
10, 215, 6
10, 215, 4
10, 215, 8
10, 216, 3
10, 216, 7
10, 216, 6
10, 216, 4
10, 216, 8
10, 218, 3
10, 218, 7
10, 218, 4
10, 218, 8
10, 219, 2
10, 219, 4
10, 219, 7
10, 220, 2
10, 220, 3
10, 220, 5
10, 220, 7
10, 217, 6
10, 217, 5
10, 217, 1
10, 217, 4
10, 221, 2
10, 221, 6
10, 221, 8
10, 222, 3
10, 222, 4
10, 222, 6
10, 302, 14
10, 302, 15
10, 302, 16
10, 302, 17
10, 303, 8
10, 303, 7
10, 303, 15
10, 303, 17
10, 304, 8
10, 304, 14
10, 304, 16
10, 305, 16
10, 305, 8
10, 305, 7
10, 305, 17
10, 306, 16
10, 306, 17
10, 306, 18
10, 306, 20
10, 307, 20
10, 307, 21
10, 307, 19
10, 307, 13
10, 307, 12
10, 306, 7
10, 306, 8
10, 307, 7
10, 309, 7
10, 313, 12
10, 314, 12
10, 314, 11
10, 319, 7
10, 319, 8
10, 309, 13
10, 310, 13
10, 310, 12
10, 309, 11
10, 310, 11
10, 309, 8
10, 309, 9
10, 310, 7
10, 310, 8
10, 310, 9
